區段,子分類,群組代碼,群組名稱(繁),位置,OEM編號,替換件,數量,名稱(繁中),名稱(English),名稱(Français),圖檔
车身 Carrosserie,牽引球和線束,K9PP774C01A,牽引,72,5033 89,,04,行程限位器,DISPLACEMENT LIMITER,LIMITEUR DE DEBATTEMENT,K9PP774C01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,01,98 204 228 80,,01,發動機機罩,BONNET,CAPOT MOTEUR,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,02,98 164 850 80,,01,機罩鉸鏈,BONNET HINGE,CHARNIERE DE CAPOT,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,04,98 172 975 80,,01,機罩鎖鉤,ENGINE HOOD SAFETY HOOK,CROCHET DE SECURITE DE CAPOT,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,05,98 305 227 80,,01,機罩撐杆,BONNET STAY,BEQUILLE DE CAPOT,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,06,98 168 331 80,,01,機罩手動開啟控制器,MANUAL BONNET CONTROL,COMMANDE MANUELLE DE CAPOT,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,07,98 010 805 80,,01,開啟手柄支架,OPENING CONTROL SUPPORT,SUPPORT COMMANDE OUVERTURE,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,08,8733 88,,04,發動機罩緩衝塊,BONNET STOP,BUTEE DE CAPOT,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,09,98 088 702 80,,01,機罩鎖,BONNET LOCK,SERRURE DE CAPOT,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,10,98 181 912 80,,01,機罩密封條,ENGINE BONNET SEAL,JOINT DE CAPOT MOTEUR,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,11,98 173 923 80,,01,機罩隔音墊,BONNET SOUND PROOFING,INSONORISATION DE CAPOT,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,70,98 098 400 80,,04,螺絲,BOLT,VIS,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,71,6939 97,,04,(MUL)帶墊圈螺母,(MUL) NUT WITH CAPTIVE WASHER,(MUL) ECROU AVEC RDL IMPDB,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,72,6924 74,,01,MUL RLX螺栓,(MUL) RLX SCREW,(MUL) VIS RLX,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,73,6925 P8,,02,MUL RLX螺栓,(MUL) RLX SCREW,(MUL) VIS RLX,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,74,7934 E1,,02,螺絲,BOLT,VIS,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,75,16 227 495 80,,08,(MUL) 鉚釘,(MUL) RIVET,(MUL) RIVET,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,80,6935 A6,,02,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,85,16 845 285 80,,01,MKT發動機罩緊韌體,(MKT) BONNET FASTENINGS,(MKT) FIXATIQUES CAPOT,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,90,7950 59,,01,(MUL)卡扣,(MUL) CLIP,(MUL) AGRAFE,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,91,7928 43,,01,機罩開啟軟軸固定卡,BONNET CONTROL FASTENER CLIP,AGRAFE DE FIX COMMANDE CAPOT,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,92,6992 62,,01,(MUL)卡扣,(MUL) CLIP,(MUL) AGRAFE,K9PP779A01A.jpg
车身 Carrosserie,發動機罩,K9PP779A01A,發動機罩,93,6992 40,,01,(MUL)卡扣,(MUL) CLIP,(MUL) AGRAFE,K9PP779A01A.jpg
车身 Carrosserie,白車身,K9PP770B01A,說明標籤,01,16 078 324 80,,01,貼上式製造商標籤,ADHESIVE MANUFACTURER LABEL,ETIQUETTE CONSTRUCTEUR ADHESIF,K9PP770B01A.jpg
车身 Carrosserie,白車身,K9PP770B01A,說明標籤,02,16 117 514 80,,01,VIN 標籤,VIN LABEL,ETIQUETTE VIN,K9PP770B01A.jpg
车身 Carrosserie,白車身,K9PP770B01A,說明標籤,05,16 316 313 80,,01,充氣壓力標籤,TYRE PRESSURE LABEL,ETIQUETTE PRESSION GONFLAGE,K9PP770B01A.jpg
车身 Carrosserie,白車身,K9PP770B01A,說明標籤,11,98 197 029 80,,01,製冷標籤,AIR CONDITIONING LABEL,ETIQUETTE REFRIGERATION,K9PP770B01A.jpg
车身 Carrosserie,白車身,K9PP770B01A,說明標籤,12,98 140 959 80,,01,煙塵排放標籤,SMOKE EMISSIONS LABEL,ETIQUETTE EMANATION FUMEE,K9PP770B01A.jpg
车身 Carrosserie,白車身,K9PP770B01A,說明標籤,40,98 187 358 80,,01,第二制動器使用標籤,SECONDARY BRAKE USAGE LABEL,VIGNETTE UTILISATION FREIN SEC,K9PP770B01A.jpg
车身 Carrosserie,白車身,K9PP770B01A,說明標籤,41,96 421 981 80,,01,說明標籤,RECOMMENDATION LABEL,ETIQUETTE PRECONISATION,K9PP770B01A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,01,16 310 639 80,,01,前部縱梁,FRONT CANT RAIL,BRANCARD AVANT,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,02,16 310 640 80,,01,前部縱梁,FRONT CANT RAIL,BRANCARD AVANT,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,03,98 167 296 80,,01,前縱梁底座,FRONT CANT RAIL BASE,SEMELLE DE BRANCARD AVANT,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,04,96 888 240 80,,01,前縱梁連線件,CANT RAIL LINK,LIAISON BRANCARD,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,05,16 121 026 80,,01,通道加強板,TUNNEL STRENGTHENER,RENFORT TUNNEL,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,06,96 759 795 80,RP 98 276 984 80,01/01,發動機懸架固定加強件,ENG MOUNT FIXING STRENGTHENER,RENFORT FIXATION BERCEAU MOTEU,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,07,16 090 090 80,,01,發動機托架固定支架,ENGINE SUBFRAME FIXING SUPPORT,SUPPORT FIX BERCEAU MOTEUR,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,08,96 743 847 80,,01,變速箱支架,GEARBOX SUPPORT,SUPPORT BOITE VITESSE,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,09,96 743 846 80,,01,變速箱支架,GEARBOX SUPPORT,SUPPORT BOITE VITESSE,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,10,96 783 209 80,,01,保險槓吸能器支架,BUMPER ABSORBER SUPPORT,SUPPORT ABSORBEUR PARE CHOC,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,11,98 157 262 80,RP 98 332 474 80,02/01,前縱梁後部,REAR CHASSIS LEG,BRANCARD ARRIERE,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,12,7518 L6,,02,堵塞,PLUG,OBTURATEUR,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,13,16 112 643 80,,01,發動機托架固定支架,ENGINE SUBFRAME FIXING SUPPORT,SUPPORT FIX BERCEAU MOTEUR,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,14,16 173 056 80,RP 16 310 640 80,01/01,前部縱梁,FRONT CANT RAIL,BRANCARD AVANT,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,15,98 008 554 80,,01,發動機懸架固定加強件,ENG MOUNT FIXING STRENGTHENER,RENFORT FIXATION BERCEAU MOTEU,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,30,16 845 290 80,,01,MKT前保險槓固定件,(MKT) FRONT IMPACT FIXINGS,(MKT) FIXATIQUES CHOC AVANT,K9PP771A50A.jpg
车身 Carrosserie,縱梁,K9PP771A50A,前輪拱及縱梁,70,96 763 795 80,,02,車身固定螺母,BODY FIXING NUT,ECROU FIX CAISSE,K9PP771A50A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,01,6438 68,,01,(MUL) 堵蓋,(MUL) CLOSER,(MUL) OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,02,6462 72,,01,(MUL) 堵蓋,(MUL) CLOSER,(MUL) OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,03,6547 L7,,01,(MUL) 堵蓋,(MUL) CLOSER,(MUL) OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,04,6983 42,,01,(MUL) 堵蓋,(MUL) CLOSER,(MUL) OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,05,6988 58,,01,堵塞,PLUG,OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,06,7518 WQ,,01,堵塞,PLUG,OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,07,7467 Y0,,01,粘性貼膜,ADHESIVE FILM,FILM ADHESIF,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,08,7518 57,,01,(MUL) 堵蓋,(MUL) CLOSER,(MUL) OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,09,7518 A8,,01,後入口踏腳堵塞,REAR ENTRANCE POST PLUG,OBTURATEUR DE PIED D’ENTREE AR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,10,7518 ES,,01,排水閥,WATER DRAINAGE VALVE,CLAPET EVACUATION EAU,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,11,7518 G6,,01,(MUL) 堵蓋,(MUL) CLOSER,(MUL) OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,12,7518 G7,RP YL 011 707 80,01/01,堵塞,PLUG,OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,13,7518 H2,,01,(MUL) 堵蓋,(MUL) CLOSER,(MUL) OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,14,7518 L6,,01,堵塞,PLUG,OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,15,7518 R3,,01,密封卡扣,SEALING CLIP,AGRAFE ETANCHE,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,16,7518 TB,,01,粘性貼膜,ADHESIVE FILM,FILM ADHESIF,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,17,8335 VP,,01,(MUL) 堵蓋,(MUL) CLOSER,(MUL) OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,18,8336 50,,01,(MUL) 堵蓋,(MUL) CLOSER,(MUL) OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,19,9023 G1,,01,堵塞,PLUG,OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,20,96 435 798 80,,01,粘性貼膜,ADHESIVE FILM,FILM ADHESIF,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,21,96 565 031 80,,01,密封件,SEALED COMPONENT,ELEMENT ETANCHE,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,22,16 100 175 80,,01,車身密封粘接劑套件,SET OF BODY SEALING ADHESIVES,LOT ADHESIFS ETANCHEITE CAISSE,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,23,6587 H1,,01,粘性貼膜,ADHESIVE FILM,FILM ADHESIF,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,24,7518 R8,RP YL 011 709 80,01/01,(MUL) 堵蓋,(MUL) CLOSER,(MUL) OBTURATEUR,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,25,6454 26,,01,前圍堵塞,BULKHEAD CLOSER,OBTURATEUR DE TABLIER,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,26,97 502 211 80,,01,粘性貼膜,ADHESIVE FILM,FILM ADHESIF,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,27,96 844 558 80,,01,粘性貼膜,ADHESIVE FILM,FILM ADHESIF,K9PP775F01A.jpg
车身 Carrosserie,車身堵塞蓋,K9PP775F01A,車身上的堵塞,28,6983 66,,01,粘性貼膜,ADHESIVE FILM,FILM ADHESIF,K9PP775F01A.jpg
车身 Carrosserie,車身底板防護板,K9PP770H01A,車身底部護罩,01,98 287 972 80,RP 98 469 133 80,01/01,發動機和變速箱下的隔音墊,SNDPRFNG UNDER ENGINE AND GRBX,INSONORISATION SOUS MOT ET BV,K9PP770H01A.jpg
车身 Carrosserie,車身底板防護板,K9PP770H01A,車身底部護罩,03,98 145 457 80,,01,燃油箱導流板,FUEL TANK DEFLECTOR,DEFLECTEUR RESERVOIR CARBURAN,K9PP770H01A.jpg
车身 Carrosserie,車身底板防護板,K9PP770H01A,車身底部護罩,70,6936 58,,03,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP770H01A.jpg
车身 Carrosserie,車身底板防護板,K9PP770H01A,車身底部護罩,71,98 098 400 80,,01,螺絲,BOLT,VIS,K9PP770H01A.jpg
车身 Carrosserie,車頂內襯,K9PP881D01A,內後視鏡 - 遮陽板,01,98 094 986 BJ,,01,遮陽板,SUN VISOR,PARE-SOLEIL,K9PP881D01A.jpg
车身 Carrosserie,車頂內襯,K9PP881D01A,內後視鏡 - 遮陽板,02,98 094 980 BJ,,01,遮陽板,SUN VISOR,PARE-SOLEIL,K9PP881D01A.jpg
车身 Carrosserie,車頂內襯,K9PP881D01A,內後視鏡 - 遮陽板,03,8163 ES,,02,掛鉤,HOOK,CROCHET,K9PP881D01A.jpg
车身 Carrosserie,車頂內襯,K9PP881D01A,內後視鏡 - 遮陽板,04,98 133 651 80,,02,遮陽板固定卡,SUN VISOR RETAINING CLIP,CLIP DE MAINTIEN PARE-SOLEIL,K9PP881D01A.jpg
车身 Carrosserie,車頂內襯,K9PP881D01A,內後視鏡 - 遮陽板,05,98 088 311 XT,,01,內後視鏡,INSIDE REAR VIEW MIRROR,RETROVISEUR INTERIEUR,K9PP881D01A.jpg
车身 Carrosserie,車頂內襯,K9PP881D01A,內後視鏡 - 遮陽板,06,98 175 982 XT,,01,內後視鏡底座蓋,INTERIOR MIRROR BASE COVER,CACHE EMBASE RETRO INTERIEUR,K9PP881D01A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,01,98 305 119 BJ,,01,頂蓋內飾板,HEADLINING,GARNITURE DE PAVILLON,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,03,98 243 465 BJ,,01,凹洞裝飾板,OVERHEAD STORAGE COMPART TRIM,GARNITURE NICHE CAPUCINE,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,04,98 238 770 BJ,,01,裝飾堵蓋,TRIM-EFFECT BLANK,OBTURATEUR ASPECT GARNITURE,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,05,98 238 774 BJ,,01,裝飾堵蓋,TRIM-EFFECT BLANK,OBTURATEUR ASPECT GARNITURE,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,06,98 310 763 BJ,,01,裝飾件固定蓋,TRIM FIXING COVER,CACHE FIXATION GARNITURE,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,07,98 260 391 80,,01,頂篷裝飾板加強板,HEADLINING STRENGTHENER,RENFORT GARNITURE PAVILLON,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,09,8337 02,,02,頂棚墊塊,ROOF SHIM,CALE DE PAVILLON,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,10,98 222 998 BJ,,01,安全帶導向器,SEAT BELT STRAP GUIDE,GUIDE SANGLE CEINTURE,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,11,98 224 181 80,,01,安全帶導向支架,BELT GUIDE SUPPORT,SUPPORT GUIDE SANGLE,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,12,98 292 198 80,,02,頂棚墊塊,ROOF SHIM,CALE DE PAVILLON,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,20,98 382 809 BJ,,04,網固定蓋,NET FIXING COVER,CACHE FIXATION FILET,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F05A,頂襯 - 把手,70,9128 W4,,01,卡子,STAPLE,AGRAFE,K9PP883F05A.jpg
车身 Carrosserie,車頂內襯,K9PP883F30A,車頂控制檯,01,98 245 018 BJ,,01,頂篷控制面板,ROOF CONSOLE,CONSOLE SUR PAVILLON,K9PP883F30A.jpg
车身 Carrosserie,車頂內襯,K9PP883F30A,車頂控制檯,03,98 173 531 BJ,,01,頂篷控制面板,ROOF CONSOLE,CONSOLE SUR PAVILLON,K9PP883F30A.jpg
车身 Carrosserie,車頂內襯,K9PP883F30A,車頂控制檯,04,98 172 884 BJ,,01,頂篷控制面板,ROOF CONSOLE,CONSOLE SUR PAVILLON,K9PP883F30A.jpg
车身 Carrosserie,車頂內襯,K9PP883F30A,車頂控制檯,05,98 221 634 BJ,,03,頭頂分隔間的可移動隔離物,OVRHD STRG CMPRTMNT RMVBL PRTN,CLOISON AMOVIBLE NICHE CAPUCIN,K9PP883F30A.jpg
车身 Carrosserie,車頂內襯,K9PP883F30A,車頂控制檯,10,8146 CW,,02,副儀表開關支架,CONSOLE SWITCH SUPPORT,SUPPORT INTERRUPTEUR CONSOLE,K9PP883F30A.jpg
车身 Carrosserie,車頂內襯,K9PP883F30A,車頂控制檯,70,6922 C7,,06,(MUL)六角頭帶墊圈螺栓,(MUL) TH SCREW WITH WASHER,(MUL) VIS TH RDL,K9PP883F30A.jpg
车身 Carrosserie,車頂內襯,K9PP883F30A,車頂控制檯,75,98 027 744 80,,16,(MUL)六角頭帶墊圈螺栓,(MUL) TH SCREW WITH WASHER,(MUL) VIS TH RDL,K9PP883F30A.jpg
车身 Carrosserie,車頂內襯,K9PP883F30A,車頂控制檯,76,6922 H3,RP 6230 06,04/01,(MUL)六角頭帶墊圈螺栓,(MUL) TH SCREW WITH WASHER,(MUL) VIS TH RDL,K9PP883F30A.jpg
车身 Carrosserie,車頂內襯,K9PP883F30A,車頂控制檯,77,6924 10,,02,MUL 大的內六角花形半圓頭螺釘,(MUL) CBLX SCREW,(MUL) VIS CBLX,K9PP883F30A.jpg
车身 Carrosserie,車頂內襯,K9PP883F70A,車頂行李盒,01,98 271 678 BJ,,01,頂蓬盒,ROOF BOX,COFFRE DE PAVILLON,K9PP883F70A.jpg
车身 Carrosserie,車頂內襯,K9PP883F70A,車頂行李盒,02,98 223 017 BJ,,01,安裝管飾件,MOUNTING PIPE TRIM,ENJOLIVEUR TUBE ARTICULATION,K9PP883F70A.jpg
车身 Carrosserie,車頂內襯,K9PP883F70A,車頂行李盒,03,98 221 187 XZ,,01,鉸接管接頭,MOUNTING PIPE END PIECE,EMBOUT TUBE ARTICULATION,K9PP883F70A.jpg
车身 Carrosserie,車頂內襯,K9PP883F70A,車頂行李盒,04,96 829 342 BJ,,01,車頂行李箱固定繩支架,ROOF BOX CORD SUPPORT,SUPPORT CORDON COFFRE PAVILLON,K9PP883F70A.jpg
车身 Carrosserie,車頂內襯,K9PP883F70A,車頂行李盒,70,6925 P8,,06,MUL RLX螺栓,(MUL) RLX SCREW,(MUL) VIS RLX,K9PP883F70A.jpg
车身 Carrosserie,車頂內襯,K9PP883F70A,車頂行李盒,71,6924 C1,,02,MUL 大的內六角花形半圓頭螺釘,(MUL) CBLX SCREW,(MUL) VIS CBLX,K9PP883F70A.jpg
车身 Carrosserie,車頂彎梁,K9PP883A50A,車頂彎梁,01,16 316 338 80,,01,頂蓋弧形加強板,ROOF ARCH STIFFENER,RENFORT ARC DE PAVILLON,K9PP883A50A.jpg
车身 Carrosserie,車頂彎梁,K9PP883A50A,車頂彎梁,02,16 316 873 80,,01,頂蓋弧形板裡板,ROOF BOW INNER FRAME,DOUBLURE D’ARC DE PAVILLON,K9PP883A50A.jpg
车身 Carrosserie,車頂彎梁,K9PP883A50A,車頂彎梁,03,98 164 648 80,,01,頂蓋弧形加強板,ROOF ARCH STIFFENER,RENFORT ARC DE PAVILLON,K9PP883A50A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,03,98 165 650 80,,01,多功能頂蓬,MULTIFUNCTION ROOF,PAVILLON MULTIFONCTIONS,K9PP883A01A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,04,96 806 567 80,,01,行李箱加強板,LUGGAGE RACK STRENGTHENER,RENFORT DE PORTE BAGAGES,K9PP883A01A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,05,98 204 638 80,,01,壓接螺母,CRIMP NUT,ECROU A SERTIR,K9PP883A01A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,06,98 196 553 80,,01,頂篷橫樑,ROOF CROSSMEMBER,TRAVERSE DE PAVILLON,K9PP883A01A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,08,16 277 975 80,,01,車頂彎梁,ROOF BOW,ARCEAU DE PAVILLON,K9PP883A01A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,09,98 240 029 80,,01,頂蓋玻璃支架,ROOF GLASS SUPPORT,SUPPORT VITRE PAVILLON,K9PP883A01A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,10,16 271 397 80,,01,頂蓋後橫樑,ROOF REAR CROSSMEMBER,TRAVERSE ARRIERE DE PAVILLON,K9PP883A01A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,15,98 177 512 XY,,01,行李架,ROOF BAR,BARRE PORTE-TOUT,K9PP883A01A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,20,98 177 523 XY,,04,行李存放杆機罩總成,LUGGAGE BAR COVER ASSEMBLY,ENS CAPOT BARRE PORTE BAGAGES,K9PP883A01A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,30,98 171 177 80,,01,頂篷玻璃,ROOF GLASS,VITRE PAVILLON,K9PP883A01A.jpg
车身 Carrosserie,車頂板,K9PP883A01A,車頂板- 內框架- 行李架,85,9035 S1,,06,螺釘,BOLT,VIS,K9PP883A01A.jpg
车身 Carrosserie,鎖止,K9PP887A50A,尾門鎖,01,98 161 953 80,,01,尾門鎖,TAILGATE LOCK,SERRURE DE VOLET ARRIERE,K9PP887A50A.jpg
车身 Carrosserie,鎖止,K9PP887A50A,尾門鎖,03,8719 G8,,01,後入口鎖,REAR ACCESS LOCK,SERRURE ACCES ARRIERE,K9PP887A50A.jpg
车身 Carrosserie,鎖止,K9PP887A50A,尾門鎖,12,98 088 668 80,,01,鎖釦總成,STRIKER ASSEMBLY,GACHE ASSEMBLEE,K9PP887A50A.jpg
车身 Carrosserie,鎖止,K9PP887A50A,尾門鎖,17,8725 78,,01,(MUL)支架,(MUL) BRACKET,(MUL) SUPPORT,K9PP887A50A.jpg
车身 Carrosserie,鎖止,K9PP887A50A,尾門鎖,70,16 113 852 80,,02,MUL RLX螺栓,(MUL) RLX SCREW,(MUL) VIS RLX,K9PP887A50A.jpg
车身 Carrosserie,鎖止,K9PP887A50A,尾門鎖,73,98 246 745 80,,04,MUL RLX螺栓,(MUL) RLX SCREW,(MUL) VIS RLX,K9PP887A50A.jpg
车身 Carrosserie,鎖止,K9PP887A50A,尾門鎖,90,14 008 258 80,,01,密封件,SEAL ELEMENT,ELEMENT ETANCHEITE,K9PP887A50A.jpg
车身 Carrosserie,鎖止,K9PP991E01A,後鉸接車門門鎖,90,97 502 211 80,,01,粘性貼膜,ADHESIVE FILM,FILM ADHESIF,K9PP991E01A.jpg
装备 Équipement,中央控制檯,K9PP665N50A,中控臺開關和堵蓋,30,98 199 630 JX,,01,SOS開關,SOS SWITCH,COMMUTATEUR SOS,K9PP665N50A.jpg
装备 Équipement,中央控制檯,K9PP665N50A,中控臺開關和堵蓋,31,96 780 990 ZD,,01,援助呼叫開關,ASSISTANCE CALL SWITCH,COMMUTATEUR APPEL ASSISTANCE,K9PP665N50A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,01,98 165 631 ZD,,01,副儀表板,FLOOR CONTROL CONSOLE,CONSOLE DE CDE SUR PLANCHER,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,05,98 244 530 FZ,,01,副儀表板側裝飾板,CONSOLE FLANGE TRIM,GARNITURE FLASQUE CONSOLE,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,06,98 244 531 FZ,,01,副儀表板側裝飾板,CONSOLE FLANGE TRIM,GARNITURE FLASQUE CONSOLE,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,07,98 184 541 ZD,,01,儲物箱裝飾件,STORAGE COMPARTMENT TRIM,GARNITURE VIDE POCHES,K9PP882P01A.jpg
